K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	REPLACE_O
R_[ظ]K*	REPLACE_O
K*	REPLACE_O
K*	UC
K*	UC
K*	UC
K*	UC
K*	REPLACE_P
KKI_[ ]K*	SPLIT
K*	SPLIT
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	REPLACE_P
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*DKR_[ى]	UNK
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	REPLACE_X
K*D	REPLACE_X
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
	
K*	UC
K*	UC
K*	UC
K*	UC
R_[إ]KI_[ ]K*	REPLACE_S
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	REPLACE_P
K*	UC
K*	UC
K*	UC
K*	UC
KKR_[أ]K*	REPLACE_O
K*	REPLACE_O
K*	UC
R_[أ]K*	REPLACE_O
K*	UC
K*	UC
K*	UC
K*	UC
R_[ا]K*	REPLACE_O
K*R_[ة]	REPLACE_O
K*	REPLACE_O
K*R_[ة]	REPLACE_O
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	REPLACE_X
K*I_[وا]	REPLACE_X
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
R_[إ]K*	REPLACE_O
K*	UC
K*	UC
K*	UC
K*	UC
K*	REPLACE_O
R_[ؤ]	REPLACE_O
K*	REPLACE_O
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
	
R_[إ]K*	REPLACE_O
K*	UC
K*	UC
K*	UC
R_[أ]K*	REPLACE_O
K*	UC
KKR_[أ]K*	REPLACE_O
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	REPLACE_O
R_[ة]	REPLACE_O
K*	REPLACE_O
D*	REPLACE_O
K*	UC
R_[إ]K*	REPLACE_O
K*	UC
KKR_[أ]K*	REPLACE_O
K*	UC
K*	UC
K*	UC
KR_[أ]K*	REPLACE_O
K*	UC
K*R_[خ]	REPLACE_O
K*	REPLACE_O
K*	UC
R_[أ]K*	REPLACE_O
K*	UC
K*	UC
R_[أ]K*	REPLACE_O
K*	UC
K*	REPLACE_O
K*	REPLACE_O
K*	REPLACE_O
D*	REPLACE_O
K*	REPLACE_O
K*I_[ا]	REPLACE_O
K*I_[ا]	REPLACE_X
K*	UC
K*	UC
K*	UC
K*I_[ا]	REPLACE_X
K*	UC
K*I_[ا]KR_[إ]	REPLACE_O
K*	REPLACE_O
R_[أ]K*	REPLACE_O
KKR_[أ]K*	REPLACE_O
K*D	REPLACE_O
K*	REPLACE_O
KR_[أ]K*	REPLACE_O
K*	REPLACE_O
K*I_[ا]	REPLACE_X
K*	UNK
K*R_[ ]	UNK
R_[أ]K*	REPLACE_O
K*	UC
K*	UC
K*	UC
KKR_[أ]K*	REPLACE_O
K*	UC
K*	REPLACE_O
K*D	REPLACE_O
I_[ا]K*	REPLACE_O
K*	UC
K*	UC
K*	UC
K*	UC
	
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
R_[أ]K*	UNK
MR_[ه]	UNK
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	MERGE-B
MK*	MERGE-I
K*	REPLACE_O
R_[ة]	REPLACE_O
K*R_[أ]	REPLACE_M+REPLACE_O
KR_[ه]R_[م]	REPLACE_M+REPLACE_O
R_[أ]K*	REPLACE_S
D*	REPLACE_S
KI_[ذ]KI_[ ا]K*	REPLACE_X
K*	REPLACE_X
K*	UC
K*	UC
K*	UC
K*R_[ ]	REPLACE_X
K*	REPLACE_X
K*	REPLACE_X
K*	UC
DK*	REPLACE_O
K*	REPLACE_O
K*	REPLACE_O
K*R_[ه]	REPLACE_O
K*R_[ذ]K	REPLACE_O
K*	REPLACE_O
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	MERGE-B
K*	MERGE-B
MK*	MERGE-I
K*	UC
K*	UC
K*R_[ا]K	REPLACE_O
K*	REPLACE_O
K*	REPLACE_O
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	REPLACE_O
KI_[د]K*	REPLACE_O
K*	REPLACE_O
K*	UC
K*	UC
K*	UC
	
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	REPLACE_P
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	REPLACE_P
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	REPLACE_P
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	REPLACE_P
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
	
K*	UC
K*D	REPLACE_X
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	REPLACE_O
R_[ة]	REPLACE_O
R_[إ]K*	REPLACE_O
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*D	REPLACE_X
K*	UC
K*	UC
KKR_[أ]K*	REPLACE_O
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
R_[ا]K*	REPLACE_O
K*	REPLACE_O
K*	REPLACE_O
R_[ة]	REPLACE_O
K*R_[أ]	REPLACE_O
K*	REPLACE_O
K*	REPLACE_O
R_[ة]	REPLACE_O
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	REPLACE_O
R_[ة]	REPLACE_O
K*	UC
K*	UC
R_[أ]K*	REPLACE_O
K*	REPLACE_O
K*	REPLACE_O
K*R_[ة]	REPLACE_O
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
R_[أ]K*	REPLACE_O
K*	REPLACE_O
K*	UC
	
K*	UC
K*	UC
K*	UC
K*	UC
KKR_[إ]K*	REPLACE_O
K*	UC
K*	UC
K*	UC
K*	MERGE-B
MK*	MERGE-I
K*	MERGE-I
K*	UC
KKR_[إ]K*	REPLACE_O
K*	UC
K*	UC
KR_[أ]K*	REPLACE_O
K*	REPLACE_O
K*	REPLACE_O
K*	UC
KKR_[إ]K*	REPLACE_O
K*	REPLACE_O
MK*	REPLACE_O
K*DK	REPLACE_O
R_[أ]K*	REPLACE_O
K*R_[أ]	REPLACE_O
K*	REPLACE_O
K*	REPLACE_O
MR_[إ]K*	REPLACE_O
K*	MERGE-B
MK*	MERGE-I
KKR_[أ]K*	REPLACE_O
K*	UC
K*	UC
K*	UC
K*	UC
K*	MERGE-B
MK*	MERGE-I
K*	UC
K*	REPLACE_O
K*	REPLACE_O
K*I_[ا]	REPLACE_O
K*	UC
K*	UC
K*	MERGE-B
MK*	MERGE-I
K*	MERGE-I
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
KKI_[ ]K*	SPLIT
K*	SPLIT
K*	SPLIT
KKR_[إ]K*	REPLACE_O
K*	UC
K*	UC
K*	UC
K*	UC
K*D	REPLACE_O
K*	UC
K*	UC
K*	UC
	
K*	UC
K*	UC
K*	UC
R_[أ]K*	REPLACE_O
KKR_[إ]K*	REPLACE_O
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	MERGE-B
MK*	MERGE-I
K*	UC
K*	UC
K*	UC
KKR_[إ]K*	REPLACE_O
R_[أ]K*	REPLACE_O
K*	UC
R_[أ]K*	REPLACE_O
R_[أ]K*	REPLACE_O
K*	UC
R_[أ]K*	REPLACE_O
K*	REPLACE_O
K*	REPLACE_O
K*	REPLACE_O
D*	REPLACE_O
D*	REPLACE_O
DK*	REPLACE_O
K*	REPLACE_P
K*	MERGE-B
MK*	MERGE-I
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
R_[إ]K*	REPLACE_O
K*	UC
K*	MERGE-B
MK*	MERGE-I
KR_[إ]K*	REPLACE_O
K*	REPLACE_O
K*	REPLACE_O
K*	UC
K*	UC
K*	REPLACE_O
R_[ة]	REPLACE_O
K*	MERGE-B
MK*	MERGE-I
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	REPLACE_O
R_[ة]	REPLACE_O
	
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
R_[إ]K*	REPLACE_O
K*	UC
K*	UC
K*	UC
K*R_[ة]	REPLACE_O
K*	UC
K*	UC
K*	UC
KKR_[أ]K*	REPLACE_O
K*	UC
K*	MERGE-B
MK*	MERGE-I
K*	UC
R_[أ]K*	REPLACE_O
K*	REPLACE_O
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	MERGE-B
MK*	MERGE-I
K*	UC
K*	UC
K*	UC
	
K*	REPLACE_O
K*I_[ا]	REPLACE_O
K*	UC
K*	UC
K*	UC
K*	UC
R_[1]R_[9]	REPLACE_O
R_[9]	REPLACE_O
R_[0]	REPLACE_O
K*	UC
R_[2]R_[0]	REPLACE_O
R_[0]	REPLACE_O
R_[3]	REPLACE_O
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
R_[إ]K*	REPLACE_O
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
R_[إ]K*	REPLACE_O
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
KKR_[إ]K*	REPLACE_O
K*	UC
K*	UC
K*	MERGE-B
MK*	MERGE-I
K*	UC
R_[أ]K*	REPLACE_O
K*	UC
K*	UC
KKR_[أ]K*	REPLACE_O
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
KKR_[آ]K*	REPLACE_O
K*	UC
K*	UC
K*R_[ظ]	REPLACE_O
K*	REPLACE_O
K*	UC
K*	UC
R_[إ]K*	REPLACE_O
K*	UC
K*	UC
	
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
R_[ا]K*	REPLACE_O
K*	REPLACE_O
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
KKR_[إ]K*	REPLACE_O
K*	REPLACE_P
K*	UC
K*	UC
K*	UC
K*	UC
R_[إ]K*	REPLACE_O
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
KKR_[إ]K*	REPLACE_O
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	REPLACE_P
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
	
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
R_[أ]K*R_[ف]	REPLACE_O
K*	REPLACE_O
K*	REPLACE_O
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	REPLACE_P
K*	UC
K*	REPLACE_O
D*	REPLACE_O
R_[أ]K*	REPLACE_O
K*	UC
K*	UC
K*	UC
K*	UC
R_[إ]K*	REPLACE_O
K*	UC
K*	UC
K*	UC
K*	UC
K*	REPLACE_P
K*	UC
K*	UC
K*	MERGE-B
MK*	MERGE-I
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
K*	UC
	
R_[إ]K*	REPLACE_O
K*	MERGE-B
MK*	MERGE-I
K*	UC
K*	UC
K*	UC
K*	UC
